0.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0,99887766543211.0
99887766543211.0,0.0,1029647.7218628499,747582.1231268703,907438.8967442791,1555406.5988616522,1115573.6315650067,824770.5887332681,1280390.4508547026,995387.944071608,99887766543211.0,1208865.9666400314,1138802.7111417137,910857.7218341954,1928838.3168613683,932680.895818717,920177.5110936554,943515.4837651959,1088529.273875306,1152649.453027587,99887766543211.0,99887766543211.0,1040787.3131722225,99887766543211.0,1160685.4407373713,1476556.048297099,1303437.8707777618,1231565.031356974,1030527.8450822391,1253055.5404165136,1229395.1209474343,1052824.471135625,1232172.045262513,1052130.2400568551,1121144.9236298124,1132894.5216649657,1129591.8149770899,1211008.2154874762,1138031.4810171616,1192189.9701351468,1164679.3856837824,1161158.892806236,1197701.7065888091,1216551.845990196,1178823.9056253417,1185843.2154588215,1179104.2402463846,1189574.2692188337,1193985.1034432068,99887766543211.0
99887766543211.0,1029647.7218628479,0.0,369526.7433800353,125476.64493715894,770786.533961727,523428.98285723303,222738.2562167442,610265.6701610986,353235.74210406025,99887766543211.0,543558.6913213223,473495.4358230046,312584.10463976645,1298509.719154521,334407.2786242875,321903.89389922604,345241.8665707661,468375.919905453,554375.835833156,99887766543211.0,99887766543211.0,442513.69597779145,99887766543211.0,530356.8430305226,850799.5082133963,705164.25358333,633291.4141625415,432254.22788780736,654781.9232220874,607565.7448918021,454550.85394119273,610342.6692068819,453856.6228624227,522871.3064353811,534620.9044705356,531318.1977826584,612734.5982930496,539757.8638227319,593916.3529407175,566405.7684893535,562885.2756118069,599428.0893943841,618278.2287957687,580550.2884309136,587569.5982643944,580830.6230519569,591300.6520244064,595711.4862487799,1394858.073498936
99887766543211.0,747582.1231268701,369526.74338003533,0.0,247317.91826146437,895285.6203788369,455452.6530821927,164649.61025045437,620269.4723718878,335266.9655887941,99887766543211.0,548744.9881572156,478681.73265889793,250736.7433513799,1268717.338378554,272559.9173359012,260056.53261083958,283394.50528237975,428408.29539248877,492528.4745447697,99887766543211.0,99887766543211.0,380666.33468940493,99887766543211.0,500564.46225455595,816435.069814287,643316.8922949434,571444.052874155,370406.866599421,592934.5619336993,569274.1424646236,392703.4926528062,572051.0667797034,392009.2615740364,461023.9451469948,472773.5431821489,469470.83649427205,550887.2370046614,477910.50253434497,532068.9916523303,504558.4072009662,501037.9143234196,537580.7281059953,556430.8675073815,518702.9271425258,525722.2369760063,518983.26176356897,529453.2907360183,533864.1249603918,1349862.382728609
99887766543211.0,907438.8967442769,125476.64493715897,247317.9182614641,0.0,648907.3809478967,401220.1577386621,100529.4310981733,488056.84504252754,231026.91698548952,99887766543211.0,421349.8662027518,351286.61070443405,190375.27952119565,1176300.8940359503,212198.45350571707,199695.06878065533,223033.04145219552,346167.0947868824,432167.0107145857,99887766543211.0,99887766543211.0,320304.8708592212,99887766543211.0,408148.017911952,728590.6830948242,582955.4284647594,511082.58904397115,310045.40276923747,532573.098103515,485356.91977322905,332342.02882262226,488133.84408830834,331647.79774385283,400662.48131681123,412412.07935196534,409109.3726640885,490525.77317447786,417549.0387041614,471707.52782214596,444196.94337078265,440676.45049323613,477219.2642758113,496069.40367719624,458341.46331234224,465360.7731458227,458621.7979333855,469091.8269058346,473502.661130208,1272649.2483803632
99887766543211.0,1555406.5988616531,770786.5339617277,895285.6203788396,648907.3809478974,0.0,1049187.8598560374,748497.1332155482,1008265.5924113654,878994.6191028637,99887766543211.0,1069317.568320127,999254.3128218092,838342.9816385724,1824268.5961533277,860166.155623094,847662.7708980324,871000.7435695729,994134.796904258,1080134.7128319638,99887766543211.0,99887766543211.0,968272.5729765994,99887766543211.0,1056115.7200293292,1376558.3852121993,1230923.1305821387,1159050.291161351,958013.1048866161,1180540.8002208935,1133324.6218906036,980309.7309400019,1136101.5462056822,979615.4998612321,1048630.1834341919,1060379.7814693458,1057077.074781469,1138493.4752918559,1065516.7408215413,1119675.2299395248,1092164.645488162,1088644.1526106158,1125186.9663931893,1144037.1057945741,1106309.1654297214,1113328.4752632016,1106589.5000507645,1117059.5290232133,1121470.3632475866,1920616.9504977379
99887766543211.0,1115573.6315650053,523428.98285723233,455452.65308219235,401220.15773866145,1049187.8598560335,0.0,302079.18879802834,774171.7118490849,467668.47787900665,99887766543211.0,685410.5618874413,615347.3063891237,355508.55996795424,1373489.154995131,377331.7339524753,364828.3492274138,388166.3218989539,533180.112009063,597300.2911613437,99887766543211.0,99887766543211.0,485438.15130597923,99887766543211.0,605336.2788711322,921206.8864308648,748088.7089115179,676215.8694907293,475178.68321599514,697706.3785502762,674045.9590812016,497475.3092693805,676822.8833962814,496781.0781906105,565795.7617635694,577545.3597987242,574242.6531108468,655659.0536212388,582682.319150921,636840.8082689054,609330.2238175425,605809.7309399961,642352.5447225728,661202.6841239566,623474.7437591028,630494.053592583,623755.0783801461,634225.1073525955,638635.9415769691,1454634.1993451868
99887766543211.0,824770.5887332669,222738.25621674416,164649.6102504542,100529.43109817329,748497.1332155458,302079.18879802857,0.0,473480.9852085968,170617.3553383397,99887766543211.0,401956.50099392503,331893.24549560726,89845.84842302254,1107826.4434501973,111669.02240754377,99165.63768248221,122503.6103540224,267517.4004641318,331637.5796164126,99887766543211.0,99887766543211.0,219775.43976104815,99887766543211.0,339673.5673261991,655544.1748859291,482425.99736658647,410553.1579457985,209515.97167106418,432043.6670053421,408383.24753626494,231812.5977244497,411160.17185134423,231118.36664567975,300133.0502186384,311882.6482537925,308579.94156591553,389996.34207630483,317019.6076059884,371178.0967239735,343667.51227260963,340147.0193950631,376689.8331776385,395539.9725790238,357812.0322141692,364831.34204764984,358092.36683521245,368562.3958076616,372973.230032035,1188971.4878002524
99887766543211.0,1280390.4508547,610265.6701610981,620269.472371887,488056.84504252736,1008265.5924113649,774171.7118490848,473480.98520859645,0.0,533656.5568981641,99887766543211.0,723979.5061154264,653916.2506171088,563326.8336316193,1478930.5339486275,572113.615211078,572646.6228910793,567085.5489537165,648796.7346995575,744298.0995403697,99887766543211.0,99887766543211.0,693256.4249696464,99887766543211.0,710777.6578246288,1031220.3230075022,955906.9825751854,861734.5242807786,645360.4661749984,867888.1615092809,787986.559685908,705293.5829330488,790763.4840009878,666962.8611496144,735977.5447225742,747727.1427577289,744424.4360698514,820356.7616886607,752864.1021099251,817765.7295142002,779512.0067765467,775991.5138990002,812534.3276815775,839960.6877799556,793656.5267181069,800675.8365515878,793936.8613391502,804406.8903115997,808817.7245359733,1575278.8882930416
99887766543211.0,995387.9440716068,353235.7421040604,335266.96558879415,231026.9169854895,878994.6191028621,467668.4778790072,170617.35533833972,533656.5568981642,0.0,99887766543211.0,287314.44400324475,217251.18850492692,182412.05837022315,1038261.3087625931,114810.5056966526,188709.4755628489,109782.4394392913,208127.50951352436,289856.1386940102,99887766543211.0,99887766543211.0,308625.04656264477,99887766543211.0,270108.43263859436,590551.0978214666,571275.6041681829,404431.4147663481,188057.35666057232,410585.0519948503,347317.3344998714,320662.20452604623,350094.2588149507,209659.7516351879,278674.4352081466,290424.0332433007,287121.3265554237,363053.65217423195,295560.99259549665,360462.61999976914,322208.8972621179,318688.4043845713,355231.21816714667,382657.57826552377,336353.41720367747,343372.72703715804,336633.75182472065,347103.78079716983,351514.61502154317,1134609.6631070073
